"latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type","source","raw_row","easting_m","northing_m","month"
-2.01638,114.14939,310.26,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.75,3.15,"N",NA,"nrt",123645,182862.153343269,9776850.74412877,"2026-08"
-2.01694,114.15285,316.74,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.68,1.27,"N",NA,"nrt",123646,183247.514535521,9776789.44427029,"2026-08"
-2.01748,114.15627,314.69,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.47,1.27,"N",NA,"nrt",123647,183628.4166949,9776730.34953952,"2026-08"
-2.02244,114.18748,306.5,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.04,9.43,"N",NA,"nrt",123648,187104.370898147,9776187.49317943,"2026-08"
-2.02574,114.20828,307.27,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.2,1.29,"N",NA,"nrt",123649,189420.86774546,9775826.30452834,"2026-08"
-2.01971,114.14886,338.78,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",296.43,3.15,"N",NA,"nrt",123650,182803.786863705,9776482.11296717,"2026-08"
-2.02521,114.18349,353.11,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",298.03,8.33,"N",NA,"nrt",123651,186660.652955053,9775880.17847538,"2026-08"
-2.02576,114.18696,354.06,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",299.55,9.43,"N",NA,"nrt",123652,187047.111315168,9775819.98383664,"2026-08"
-2.02631,114.19043,357.67,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",298.65,9.43,"N",NA,"nrt",123653,187433.568287507,9775759.78873022,"2026-08"
-2.02687,114.1939,351.26,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",297.73,6.54,"N",NA,"nrt",123654,187820.025791869,9775698.48650856,"2026-08"
-2.02742,114.19736,338.74,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.41,6.54,"N",NA,"nrt",123655,188205.366595693,9775638.28853976,"2026-08"
-2.02797,114.20083,348.84,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",299.16,3.97,"N",NA,"nrt",123656,188591.819414501,9775578.09203148,"2026-08"
-2.02907,114.20776,321.38,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.95,1.29,"N",NA,"nrt",123657,189363.607522016,9775457.69568052,"2026-08"
-2.01806,114.13845,305.67,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.87,0.92,"N",NA,"nrt",123661,181644.361589823,9776662.68024188,"2026-08"
-2.01861,114.14193,306.08,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.92,0.92,"N",NA,"nrt",123662,182031.951540319,9776602.49356767,"2026-08"
-2.02026,114.15234,308.57,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.36,1.27,"N",NA,"nrt",123663,183191.372591838,9776421.92490823,"2026-08"
-2.02466,114.18002,308.85,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.36,8.33,"N",NA,"nrt",123664,186274.193205831,9775940.3726471,"2026-08"
-2.02852,114.20429,318.11,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.71,3.97,"N",NA,"nrt",123665,188977.157463127,9775517.89312828,"2026-08"
-2.02304,114.14835,349.19,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",296.95,4.3,"N",NA,"nrt",123666,182747.648555088,9776113.48534976,"2026-08"
-2.02854,114.18297,357.15,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",296.65,15.62,"N",NA,"nrt",123667,186603.396980922,9775511.56092186,"2026-08"
-2.02909,114.18644,354.28,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",299.28,4.82,"N",NA,"nrt",123668,186989.854914323,9775451.36748065,"2026-08"
-2.02964,114.18991,327.45,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.81,4.82,"N",NA,"nrt",123669,187376.311459318,9775391.17357045,"2026-08"
-2.03019,114.19337,326.13,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.45,2.52,"N",NA,"nrt",123670,187761.653220241,9775330.97725691,"2026-08"
-2.02139,114.13793,306.73,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.87,1.1,"N",NA,"nrt",123672,181587.111093436,9776294.04702715,"2026-08"
-2.02249,114.14487,311.85,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.55,4.3,"N",NA,"nrt",123673,182360.061842423,9776173.67173106,"2026-08"
-2.02358,114.15174,312.13,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.82,1.2,"N",NA,"nrt",123674,183125.210938471,9776054.38758533,"2026-08"
-2.03129,114.2003,312.62,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.29,1.29,"N",NA,"nrt",123675,188533.445997938,9775210.58515942,"2026-08"
-2.03242,114.18591,323.51,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.79,4.82,"N",NA,"nrt",123676,186931.486374905,9775082.7488233,"2026-08"
-2.02472,114.13741,310.54,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.88,1.1,"N",NA,"nrt",123678,181529.861878002,9775925.41344658,"2026-08"
-2.02582,114.14436,314.48,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.22,4.3,"N",NA,"nrt",123679,182303.92523413,9775805.04254221,"2026-08"
-2.04232,114.24829,310.77,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.31,0.88,"N",NA,"nrt",123680,193878.578610201,9773999.19215965,"2026-08"
-2.04287,114.25175,303.99,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.71,0.88,"N",NA,"nrt",123681,194263.896651031,9773938.98897935,"2026-08"
-2.07005,114.22973,305.46,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.73,0.77,"N",NA,"nrt",123710,191817.537333005,9770927.00189015,"2026-08"
-2.07337,114.22921,308.43,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.05,0.77,"N",NA,"nrt",123713,191760.286707183,9770559.50483813,"2026-08"
-2.07834,114.23908,305.31,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.89,1.31,"N",NA,"nrt",123716,192860.10245118,9770011.44290921,"2026-08"
-2.07889,114.24255,307.9,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.71,1.02,"N",NA,"nrt",123717,193246.530297796,9769951.25504639,"2026-08"
-2.08167,114.23856,307.26,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.97,1.31,"N",NA,"nrt",123718,192802.854910018,9769642.84207053,"2026-08"
-2.08222,114.24202,310.41,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.74,1.02,"N",NA,"nrt",123719,193188.168988292,9769582.65343827,"2026-08"
-2.08223,114.22428,310.06,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.82,0.89,"N",NA,"nrt",123725,191213.13594752,9769578.0787261,"2026-08"
-2.08389,114.23466,305.42,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.24,1.02,"N",NA,"nrt",123726,192369.091327876,9769396.4135924,"2026-08"
-2.08499,114.24159,307.2,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.94,1.62,"N",NA,"nrt",123727,193140.833416617,9769276.04073335,"2026-08"
-2.09052,114.25491,320.98,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",296.1,1.51,"N",NA,"nrt",123730,194624.827046807,9768666.68954008,"2026-08"
-2.08721,114.23415,313.89,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.5,1.02,"N",NA,"nrt",123734,192312.95790506,9769028.91949129,"2026-08"
-2.08776,114.23761,304.56,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.76,1.02,"N",NA,"nrt",123735,192698.272521354,9768968.73350574,"2026-08"
-2.08887,114.24453,316.82,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",295.31,1.62,"N",NA,"nrt",123736,193468.899593007,9768847.25344723,"2026-08"
-2.08997,114.25145,311.36,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.84,1.88,"N",NA,"nrt",123737,194239.519258573,9768726.87800719,"2026-08"
-2.09107,114.25838,306.81,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.04,1.51,"N",NA,"nrt",123738,195011.246766829,9768606.50251931,"2026-08"
-2.09163,114.26183,305.04,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.93,0.61,"N",NA,"nrt",123739,195395.440472405,9768545.20452459,"2026-08"
-2.0933,114.25093,329.16,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",297.16,2.75,"N",NA,"nrt",123741,194182.27343634,9768358.28086323,"2026-08"
-2.09385,114.25439,332.37,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",297.83,2.5,"N",NA,"nrt",123742,194567.58076681,9768298.09356781,"2026-08"
-2.0944,114.25785,331.72,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",296.59,2.5,"N",NA,"nrt",123743,194952.886735379,9768237.90577216,"2026-08"
-2.09662,114.25041,313.58,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.98,2.75,"N",NA,"nrt",123746,194125.026917608,9767990.78995991,"2026-08"
-2.09717,114.25387,319.65,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.77,2.5,"N",NA,"nrt",123747,194510.333791051,9767930.60383336,"2026-08"
-2.09772,114.25733,313.26,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.33,2.5,"N",NA,"nrt",123748,194895.639301969,9767870.41720528,"2026-08"
-2.10105,114.25681,305.99,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.56,0.78,"N",NA,"nrt",123752,194838.395051589,9767501.82169772,"2026-08"
-2.10606,114.2241,306.69,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.8,0.65,"N",NA,"nrt",123758,191197.768356272,9766940.97021249,"2026-08"
-2.13586,114.32578,307.61,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.08,0.77,"N",NA,"nrt",123763,202523.168649762,9763663.32457311,"2026-08"
-2.22794,114.33224,312.94,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.21,2.36,"N",NA,"nrt",123830,203260.36811028,9753475.73545927,"2026-08"
-2.22849,114.33569,313.39,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.97,2.36,"N",NA,"nrt",123831,203644.5057855,9753415.57216084,"2026-08"
-2.23016,114.32481,349.94,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",297.5,5.67,"N",NA,"nrt",123834,202433.76020084,9753228.58610569,"2026-08"
-2.23071,114.32826,342.7,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",295.85,5.67,"N",NA,"nrt",123835,202817.900047128,9753168.42507443,"2026-08"
-2.23126,114.33172,340.99,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",296.18,2.36,"N",NA,"nrt",123836,203203.15167399,9753108.26550178,"2026-08"
-2.23181,114.33517,325.29,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.57,2.36,"N",NA,"nrt",123837,203587.288833353,9753048.10334552,"2026-08"
-2.22962,114.32136,311.48,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.42,1.84,"N",NA,"nrt",123838,202049.621024984,9753287.64004573,"2026-08"
-2.23236,114.33862,306.28,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.1,1,"N",NA,"nrt",123839,203971.424652986,9752987.94062684,"2026-08"
-2.23291,114.34208,307.86,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.81,1,"N",NA,"nrt",123840,204356.672246464,9752927.77935842,"2026-08"
-2.23346,114.34553,306.51,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.39,0.92,"N",NA,"nrt",123841,204740.805387015,9752867.61551081,"2026-08"
-2.23401,114.34898,305.94,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.35,0.92,"N",NA,"nrt",123842,205124.937191752,9752807.4510988,"2026-08"
-2.23074,114.30701,327.27,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",295.02,2.83,"N",NA,"nrt",123845,200452.491772263,9753160.79187026,"2026-08"
-2.23184,114.31393,321.71,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.81,2.08,"N",NA,"nrt",123846,201223.008847109,9753040.48122967,"2026-08"
-2.23239,114.31738,328.68,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.69,2.97,"N",NA,"nrt",123847,201607.152215753,9752980.32303203,"2026-08"
-2.23294,114.32083,326.21,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.67,2.97,"N",NA,"nrt",123848,201991.294237521,9752920.16427397,"2026-08"
-2.23019,114.30356,306.35,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.92,2.83,"N",NA,"nrt",123849,200068.344347996,9753220.94838631,"2026-08"
-2.23129,114.31047,314.95,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.18,2.08,"N",NA,"nrt",123850,200837.75098801,9753100.63683165,"2026-08"
-2.23349,114.32429,312.65,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.03,1.42,"N",NA,"nrt",123851,202376.548041706,9752860.0069822,"2026-08"
-2.23404,114.32774,319.11,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.82,1.42,"N",NA,"nrt",123852,202760.687370071,9752799.84709919,"2026-08"
-2.23296,114.29958,337.97,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.63,4.3,"N",NA,"nrt",123854,199625.873087772,9752913.62129188,"2026-08"
-2.23351,114.30304,349.53,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",295.13,2.83,"N",NA,"nrt",123855,200011.134502485,9752853.46853382,"2026-08"
-2.23406,114.3065,320.99,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.77,2.83,"N",NA,"nrt",123856,200396.394557299,9752793.31521242,"2026-08"
-2.23736,114.32722,311.78,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.72,1.42,"N",NA,"nrt",123857,202703.473912453,9752432.37530252,"2026-08"
-2.24068,114.3267,307,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.9,0.78,"N",NA,"nrt",123861,202646.261684709,9752064.90315978,"2026-08"
-2.244,114.32618,308.09,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.91,0.78,"N",NA,"nrt",123863,202589.050687414,9751697.43067086,"2026-08"
-2.24455,114.32964,313.09,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.42,1.26,"N",NA,"nrt",123864,202974.300231088,9751637.27569265,"2026-08"
-2.24732,114.32566,304.24,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.87,0.91,"N",NA,"nrt",123865,202531.840921145,9751329.95783567,"2026-08"
-2.25064,114.32513,309,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.82,0.91,"N",NA,"nrt",123866,202473.519272274,9750962.48261181,"2026-08"
-2.25119,114.32859,312.43,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.93,1.47,"N",NA,"nrt",123867,202858.767771793,9750902.32993374,"2026-08"
-2.25451,114.32807,304.17,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.8,0.56,"N",NA,"nrt",123872,202801.5599457,9750534.85755184,"2026-08"
-2.25783,114.32755,310.2,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.81,0.56,"N",NA,"nrt",123878,202744.353351165,9750167.38482372,"2026-08"
-2.28495,114.32683,312.73,0.39,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.8,1.08,"N",NA,"nrt",123922,202669.762718091,9747166.33810049,"2026-08"
-2.47894,114.7589,320.91,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.24,2.04,"N",NA,"nrt",124093,250789.748120051,9725790.04378126,"2026-08"
-2.55939,114.58409,303.16,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.77,0.93,"N",NA,"nrt",124175,231356.243501947,9716855.58769258,"2026-08"
-2.56434,114.59391,329.73,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",294.6,3.55,"N",NA,"nrt",124176,232449.879279117,9716310.02320769,"2026-08"
-2.61146,114.37815,303.13,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.17,0.45,"N",NA,"nrt",124225,208452.671494886,9711049.10725179,"2026-08"
-2.76726,114.61453,307.36,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.17,0.88,"N",NA,"nrt",124315,234787.59331005,9693865.5733933,"2026-08"
-2.77666,114.60952,307.34,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.1,0.94,"N",NA,"nrt",124327,234232.365999049,9692824.53765926,"2026-08"
-2.88726,114.39098,304.88,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",292.96,0.72,"N",NA,"nrt",124410,209947.049561823,9680535.48751591,"2026-08"
-3.10714,114.49726,307.13,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",293.1,0.75,"N",NA,"nrt",124511,221825.821404298,9656234.82425372,"2026-08"
-3.11046,114.49674,305.47,0.38,0.36,2026-08-24,"1756","SNPP","SNPP","n","2.0NRT",291.88,0.75,"N",NA,"nrt",124518,221768.858596516,9655867.36582179,"2026-08"
-2.26319,114.68061,337.52,0.37,0.58,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.21,4.35,"D",NA,"nrt",126621,242039.217718774,9749641.92664579,"2026-08"
-2.2825,114.32658,334.54,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.69,5.14,"D",NA,"nrt",126640,202641.431127714,9747437.38533282,"2026-08"
-2.26071,114.39302,334.18,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.29,3.6,"D",NA,"nrt",126645,210032.240258099,9749861.95878934,"2026-08"
-2.26125,114.38976,332.17,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",299.33,3.6,"D",NA,"nrt",126646,209669.494427832,9749801.55728592,"2026-08"
-2.25539,114.39223,367,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",303.43,19.62,"D",NA,"nrt",126647,209943.253303815,9750450.44164016,"2026-08"
-2.25593,114.38897,367,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",299.12,19.62,"D",NA,"nrt",126648,209580.505699425,9750390.04143623,"2026-08"
-2.25976,114.33299,330.5,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.89,4.76,"D",NA,"nrt",126651,203350.274036436,9749954.93873993,"2026-08"
-2.24163,114.3768,338.87,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.18,4.55,"D",NA,"nrt",126657,208223.069414405,9751969.87230515,"2026-08"
-2.23233,114.30706,334.24,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.2,5.43,"D",NA,"nrt",126832,200458.379732583,9752984.86159857,"2026-08"
-2.23285,114.30384,345.78,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.94,5.43,"D",NA,"nrt",126833,200100.052250684,9752926.66407913,"2026-08"
-2.23336,114.30063,355.14,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.57,6.03,"D",NA,"nrt",126834,199742.83521097,9752869.5740603,"2026-08"
-2.23388,114.29741,344.31,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.95,6.03,"D",NA,"nrt",126835,199384.50637884,9752811.37435749,"2026-08"
-2.13665,114.32862,338.16,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.18,6.1,"D",NA,"nrt",126875,202839.468785905,9763576.45930202,"2026-08"
-2.13324,114.32717,348.38,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.33,6.94,"D",NA,"nrt",126892,202677.399099121,9763953.50325557,"2026-08"
-2.13375,114.32397,330.66,0.36,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.92,4.17,"D",NA,"nrt",126893,202321.273004418,9763896.45096454,"2026-08"
-2.1066,114.25688,338.44,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.04,6.71,"D",NA,"nrt",126911,194847.268326276,9766887.67875765,"2026-08"
-2.09975,114.26576,351.24,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.93,5.4,"D",NA,"nrt",126914,195834.531768981,9767647.42458882,"2026-08"
-2.10028,114.26254,347.47,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.94,5.4,"D",NA,"nrt",126915,195476.157882039,9767588.14803118,"2026-08"
-2.09552,114.2585,331.25,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.76,5.79,"D",NA,"nrt",126918,195025.467595166,9768114.09469078,"2026-08"
-2.09605,114.25528,333.61,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",299.36,5.79,"D",NA,"nrt",126919,194667.090624749,9768054.81737188,"2026-08"
-2.09131,114.25119,330.81,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",299.13,6.28,"D",NA,"nrt",126921,194210.833173185,9768578.54377401,"2026-08"
-2.0892,114.231,333.54,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.14,2.88,"D",NA,"nrt",126922,191962.65020663,9768808.08618815,"2026-08"
-2.08393,114.23018,344.43,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.92,2.88,"D",NA,"nrt",126925,191870.330635408,9769391.11038546,"2026-08"
-2.02928,114.20387,331.92,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.28,10.87,"D",NA,"nrt",126955,188930.540600004,9775433.70784368,"2026-08"
-2.02979,114.20067,348.52,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.19,6.49,"D",NA,"nrt",126956,188574.353813308,9775376.65263878,"2026-08"
-2.03185,114.18775,354.29,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.26,13.7,"D",NA,"nrt",126957,187136.242415013,9775146.18505846,"2026-08"
-2.02557,114.19338,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",299.16,11.7,"D",NA,"nrt",126958,187761.8796741,9775842.25028951,"2026-08"
-2.02711,114.18373,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",299.68,13.7,"D",NA,"nrt",126959,186687.740498743,9775669.96018321,"2026-08"
-2.02454,114.19982,346.65,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.2,6.49,"D",NA,"nrt",126960,188478.710389678,9775957.47538027,"2026-08"
-2.02505,114.19661,343.32,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.03,6.49,"D",NA,"nrt",126961,188121.407841008,9775900.41859899,"2026-08"
-2.02609,114.19014,347.1,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.24,11.7,"D",NA,"nrt",126962,187401.237362214,9775784.07900822,"2026-08"
-2.0266,114.18691,352.85,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",298.68,13.7,"D",NA,"nrt",126963,187041.705784335,9775727.01526945,"2026-08"
-2.02763,114.18053,353.27,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",301.42,15.57,"D",NA,"nrt",126964,186331.549595997,9775611.7935488,"2026-08"
-2.02814,114.17735,350.37,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.64,15.57,"D",NA,"nrt",126965,185977.582859868,9775554.73643706,"2026-08"
-2.02238,114.1797,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",300.72,23.99,"D",NA,"nrt",126966,186238.125056621,9776192.62920858,"2026-08"
-2.02186,114.18289,337.16,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.81,13.84,"D",NA,"nrt",126967,186593.204183678,9776250.79252746,"2026-08"
-2.02289,114.17651,349.93,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.39,23.99,"D",NA,"nrt",126968,185883.04327758,9776135.57153456,"2026-08"
-2.01712,114.17888,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",296.74,23.99,"D",NA,"nrt",126970,186145.813975477,9776774.57421748,"2026-08"
-2.02173,114.15029,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",297.63,9.67,"D",NA,"nrt",126971,182963.402087546,9776258.84127199,"2026-08"
-2.01661,114.18207,347.42,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",296.35,13.84,"D",NA,"nrt",126972,186500.89664927,9776831.62949352,"2026-08"
-2.02223,114.14713,338.96,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",297.37,6.23,"D",NA,"nrt",126973,182611.650485447,9776202.8884561,"2026-08"
-2.00558,114.18368,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",294.29,14.8,"D",NA,"nrt",126975,186678.049388355,9778052.58198436,"2026-08"
-1.87531,114.09617,338.34,0.35,0.56,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",295.48,3.6,"D",NA,"nrt",127000,176909.348732336,9792453.0547311,"2026-08"
-1.85859,114.13249,331.11,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","n","2.0NRT",291.91,7.74,"D",NA,"nrt",127003,180950.837758164,9794310.13611003,"2026-08"
-1.85901,114.13116,367,0.35,0.57,2026-08-25,"0635","SNPP","SNPP","h","2.0NRT",294.31,16.8,"D",NA,"nrt",127011,180802.808562549,9794263.41381474,"2026-08"
